car_name,brand,model,avg_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Ford Ecosport,Ford,Ecosport,11.965,5,78247.0,Dealer,Diesel,Manual,21.7,1498.0,98.96,5.0,5.45
Hyundai Verna,Hyundai,Verna,13.6,8,113000.0,Individual,Diesel,Manual,22.32,1582.0,126.3,5.0,4.8
Hyundai i20,Hyundai,i20,10.72,7,52000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,3.95
Toyota Innova,Toyota,Innova,24.86143,9,109000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,4.95
Hyundai Grand,Hyundai,Grand,6.985,4,90000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,4.7
Volkswagen Polo,Volkswagen,Polo,9.283831,10,98000.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,2.0
Hyundai i20,Hyundai,i20,10.810042,5,20000.0,Individual,Diesel,Manual,21.19,1396.0,88.73,5.0,6.99
Maruti Wagon R,Maruti,Wagon R,6.24,7,21717.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.4
Renault Duster,Renault,Duster,14.168889,7,40000.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,5.0
Honda City,Honda,City,15.29,4,50000.0,Individual,Petrol,Manual,17.14,1497.0,117.6,5.0,10.5
Renault Duster,Renault,Duster,14.168889,5,90000.0,Individual,Diesel,Manual,19.6,1461.0,108.45,5.0,6.0
Maruti Swift,Maruti,Swift,7.81,4,27876.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5.0,4.91
Hyundai i10,Hyundai,i10,7.1382666,13,57215.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,1.6
Hyundai Venue,Hyundai,Venue,10.905,2,5400.0,Dealer,Petrol,Manual,18.27,998.0,118.35,5.0,9.85
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,7,60000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,5.0
Tata Tiago,Tata,Tiago,6.76,4,24800.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,3.35
Maruti Alto,Maruti,Alto,4.112027,16,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.85
Honda Jazz,Honda,Jazz,9.735,3,20000.0,Dealer,Petrol,Automatic,17.1,1199.0,88.51,5.0,7.4
Maruti Swift,Maruti,Swift,7.51,8,34553.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,3.75
Maruti Vitara,Maruti,Vitara,10.815,3,40000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,8.1
Maruti Vitara,Maruti,Vitara,10.815,4,50000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.0
Mahindra KUV,Mahindra,KUV,7.8038335,5,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,3.1
Mahindra Scorpio,Mahindra,Scorpio,17.51,4,120000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,8.5
Hyundai i20,Hyundai,i20,11.17,8,90000.0,Individual,Diesel,Manual,22.54,1396.0,88.76,5.0,2.85
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,7,120000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,4.5
Hyundai Creta,Hyundai,Creta,16.56,4,80000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5.0,11.0
Mahindra Scorpio,Mahindra,Scorpio,16.995,4,30000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,10.8
Honda City,Honda,City,15.245,7,66100.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.3
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,6.8
Mahindra Scorpio,Mahindra,Scorpio,17.51,4,42000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,10.25
Hyundai i20,Hyundai,i20,10.715,4,55000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.5
Hyundai i10,Hyundai,i10,7.1382666,9,110699.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.94
Maruti Baleno,Maruti,Baleno,8.675,2,5000.0,Individual,Petrol,Automatic,21.4,1197.0,83.1,5.0,6.86
Maruti Alto,Maruti,Alto,3.905,5,50000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.24,11,44000.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,2.5
Maruti Vitara,Maruti,Vitara,10.815,3,90000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.3
Hyundai Verna,Hyundai,Verna,13.53,5,55000.0,Dealer,Petrol,Manual,17.01,1591.0,121.3,5.0,6.5
Maruti Vitara,Maruti,Vitara,10.815,4,45000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.9
Maruti Baleno,Maruti,Baleno,8.78,4,30000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,6.2
Hyundai Verna,Hyundai,Verna,12.08,8,50000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,5.1
Maruti Eeco,Maruti,Eeco,4.86,8,20000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,3.75
Maruti SwiftDzire,Maruti,SwiftDzire,8.39,4,19843.0,Trustmark Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.2
Honda City,Honda,City,14.205,5,40000.0,Individual,Petrol,Automatic,18.0,1497.0,117.3,5.0,8.45
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,7,61500.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,3.9
Honda Amaze,Honda,Amaze,8.47,6,59000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,3.95
Hyundai Grand,Hyundai,Grand,7.17,3,40000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.5
Hyundai Grand,Hyundai,Grand,6.525,8,61000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,3.25
Mahindra KUV,Mahindra,KUV,7.8038335,5,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,3.5
Mahindra XUV500,Mahindra,XUV500,19.91,8,63000.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,6.5
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,22000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.5
Honda City,Honda,City,15.192461,11,57977.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.99
Maruti Ertiga,Maruti,Ertiga,10.457891,7,48242.0,Dealer,Diesel,Manual,20.77,1248.0,88.76,7.0,5.24
Ford Figo,Ford,Figo,8.955,9,68000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,1.69
Maruti Ertiga,Maruti,Ertiga,10.457891,7,40000.0,Individual,Diesel,Manual,20.77,1248.0,88.8,7.0,5.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,8,113450.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,3.8
Maruti Wagon R,Maruti,Wagon R,6.05,3,80000.0,Individual,Petrol,Automatic,20.51,998.0,67.0,5.0,4.0
Hyundai Santro,Hyundai,Santro,6.4,1,1000.0,Dealer,Petrol,Automatic,20.3,1086.0,68.0,5.0,5.65
Maruti Wagon R,Maruti,Wagon R,6.185586,6,20292.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.35
Mahindra Scorpio,Mahindra,Scorpio,17.45,11,67900.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,7.0,3.0
Mahindra Scorpio,Mahindra,Scorpio,17.51,6,40000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,10.51
Hyundai Grand,Hyundai,Grand,7.071195,4,60000.0,Individual,Diesel,Manual,24.0,1186.0,73.97,5.0,5.1
Renault KWID,Renault,KWID,5.05,3,25000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5.0,3.7
Maruti Wagon R,Maruti,Wagon R,6.02,15,70000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,2.0
Maruti Baleno,Maruti,Baleno,8.693568,3,21000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,6.25
Mahindra Scorpio,Mahindra,Scorpio,17.51,3,39000.0,Dealer,Diesel,Manual,16.36,2179.0,140.0,7.0,12.9
Hyundai Creta,Hyundai,Creta,16.307285,4,30000.0,Dealer,Petrol,Manual,15.8,1591.0,121.3,5.0,8.9
Hyundai Verna,Hyundai,Verna,15.69,9,61000.0,Dealer,Diesel,Manual,22.32,1582.0,126.3,5.0,4.2
Maruti Swift,Maruti,Swift,7.51,4,5743.0,Trustmark Dealer,Petrol,Manual,20.4,1197.0,83.11,5.0,5.0
Hyundai Grand,Hyundai,Grand,7.071195,3,24200.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,6.0
Maruti Baleno,Maruti,Baleno,8.693568,4,57000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,5.9
Hyundai i10,Hyundai,i10,7.1382666,10,58000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.9
Datsun GO,Datsun,GO,6.415,4,15000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,5.0
Maruti Celerio,Maruti,Celerio,5.9832554,4,10000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,4.5
Mahindra XUV500,Mahindra,XUV500,19.945,6,100000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,6.5
Maruti Wagon R,Maruti,Wagon R,6.05,1,10000.0,Individual,Petrol,Manual,20.52,1197.0,81.8,5.0,5.0
Maruti Alto,Maruti,Alto,4.112027,12,43000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.4
Honda Amaze,Honda,Amaze,9.33984,8,64000.0,Dealer,CNG,Manual,18.0,1198.0,86.7,5.0,3.49
Maruti Wagon R,Maruti,Wagon R,6.24,7,30000.0,Individual,Petrol,Manual,20.51,998.0,67.06,5.0,3.25
Honda City,Honda,City,14.74,7,63000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,4.35
Maruti Celerio,Maruti,Celerio,5.9832554,3,28000.0,Dealer,CNG,Manual,31.79,998.0,58.33,5.0,4.55
Honda City,Honda,City,14.74,4,32226.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,7.55
Maruti Alto,Maruti,Alto,4.112027,7,65000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,2.45
Kia Seltos,Kia,Seltos,16.102222,2,14000.0,Dealer,Diesel,Manual,20.8,1493.0,113.4,5.0,13.5
Renault KWID,Renault,KWID,5.185,3,15000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5.0,3.1
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,32000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,6.75
Maruti Wagon R,Maruti,Wagon R,6.345,2,30000.0,Individual,Petrol,Manual,20.52,1197.0,81.8,5.0,5.0
Hyundai i10,Hyundai,i10,7.1382666,11,25000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0
Mahindra Scorpio,Mahindra,Scorpio,17.795,5,35000.0,Individual,Diesel,Automatic,15.4,2179.0,120.0,7.0,14.5
Mahindra Scorpio,Mahindra,Scorpio,16.995,8,140000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,5.3
Ford Ecosport,Ford,Ecosport,11.965,7,65597.0,Trustmark Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,5.75
Hyundai i20,Hyundai,i20,10.715,4,35000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.5
Maruti Ciaz,Maruti,Ciaz,11.595719,7,160000.0,Individual,Diesel,Manual,26.21,1248.0,88.5,5.0,5.0
Maruti Baleno,Maruti,Baleno,8.675,1,7124.0,Individual,Petrol,Manual,21.01,1197.0,81.8,5.0,6.43
Ford Ecosport,Ford,Ecosport,11.105,2,15000.0,Individual,Petrol,Manual,18.1,999.0,123.24,5.0,10.0
Hyundai Grand,Hyundai,Grand,6.915,5,34000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,5.5
Volkswagen Vento,Volkswagen,Vento,13.294659,10,280000.0,Individual,Diesel,Manual,20.54,1598.0,103.6,5.0,3.0
Tata Tigor,Tata,Tigor,7.505,3,40000.0,Individual,Petrol,Manual,20.3,1199.0,84.0,5.0,4.7
Honda City,Honda,City,15.245,7,77000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.25
Datsun GO,Datsun,GO,6.415,4,15000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,4.69
Maruti Alto,Maruti,Alto,4.112027,9,60000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.1
Maruti Alto,Maruti,Alto,4.13,8,120000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.0
Renault KWID,Renault,KWID,4.67,2,2500.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,4.0
Maruti Celerio,Maruti,Celerio,5.615,5,46500.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,3.4
Maruti Alto,Maruti,Alto,4.112027,16,5000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.95
Maruti Swift,Maruti,Swift,7.7467155,9,68000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,3.81
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,20000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.0
Maruti Ciaz,Maruti,Ciaz,11.595719,4,106000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,6.75
Honda City,Honda,City,14.74,6,28000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,6.7
Mahindra XUV500,Mahindra,XUV500,19.945,3,50000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,10.5
Honda City,Honda,City,14.74,10,55000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,3.6
Ford Figo,Ford,Figo,8.79,4,53000.0,Individual,Diesel,Manual,25.83,1498.0,99.0,5.0,4.0
Hyundai Verna,Hyundai,Verna,14.685,7,89000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,4.7
Maruti Alto,Maruti,Alto,3.99,3,22000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,3.04
Honda City,Honda,City,15.675,7,69000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,4.9
Mahindra Scorpio,Mahindra,Scorpio,17.51,5,155000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,8.64
Mahindra XUV500,Mahindra,XUV500,19.91,8,85000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,4.8
Maruti Wagon R,Maruti,Wagon R,6.135,2,3600.0,Dealer,Petrol,Automatic,20.52,1197.0,81.8,5.0,5.75
Maruti Baleno,Maruti,Baleno,8.675,2,5000.0,Individual,Petrol,Automatic,21.4,1197.0,83.1,5.0,6.86
Toyota Innova,Toyota,Innova,24.86143,6,143000.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,7.0,7.8
MG Hector,MG,Hector,19.37,2,28000.0,Dealer,Diesel,Manual,17.41,1956.0,167.68,5.0,16.99
Maruti Swift,Maruti,Swift,7.7467155,2,44000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,8.0
Maruti Baleno,Maruti,Baleno,8.675,3,10000.0,Individual,Petrol,Automatic,21.4,1197.0,83.1,5.0,6.8
Toyota Innova,Toyota,Innova,24.86143,9,187031.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,8.0,5.25
Ford Ecosport,Ford,Ecosport,11.16,2,22346.0,Dealer,Petrol,Manual,17.0,1497.0,121.36,5.0,9.55
Hyundai i20,Hyundai,i20,9.94,9,120000.0,Individual,Diesel,Manual,21.9,1396.0,90.0,5.0,3.5
Maruti Vitara,Maruti,Vitara,10.73,1,1000.0,Dealer,Petrol,Manual,17.03,1462.0,103.26,5.0,8.0
Maruti Alto,Maruti,Alto,4.112027,16,56700.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.75
Mahindra XUV500,Mahindra,XUV500,19.945,6,170000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,8.25
Mahindra Marazzo,Mahindra,Marazzo,14.78,2,60000.0,Individual,Diesel,Manual,17.3,1497.0,121.0,8.0,14.76
Honda Jazz,Honda,Jazz,9.785,3,40000.0,Dealer,Petrol,Automatic,18.2,1199.0,88.7,5.0,6.7
Maruti Alto,Maruti,Alto,4.112027,9,28000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.8
Hyundai Grand,Hyundai,Grand,6.525,4,35000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.9
Maruti Baleno,Maruti,Baleno,8.693568,4,20000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,5.5
Hyundai i10,Hyundai,i10,7.1382666,7,40000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.5
Toyota Innova,Toyota,Innova,24.55,2,35000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,15.0
Ford Figo,Ford,Figo,9.21,9,74000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,1.9
Renault Duster,Renault,Duster,14.168889,7,46500.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,4.6
Maruti Swift,Maruti,Swift,7.51,2,8000.0,Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.5
Maruti Ciaz,Maruti,Ciaz,11.595719,5,120000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,7.0
Maruti Swift,Maruti,Swift,7.51,4,34000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,4.55
Maruti Swift,Maruti,Swift,7.51,7,54000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,3.65
Maruti SwiftDzire,Maruti,SwiftDzire,8.24,7,11275.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,4.7
Maruti Swift,Maruti,Swift,7.7467155,9,48000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.0
Renault Duster,Renault,Duster,14.168889,6,68000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,5.5
Honda Civic,Honda,Civic,22.735,2,23000.0,Dealer,Petrol,Automatic,13.9,1799.0,130.2,5.0,15.19
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,31500.0,Individual,Diesel,Automatic,28.4,1248.0,74.02,5.0,7.4
Honda Amaze,Honda,Amaze,10.07,8,73000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.25
Hyundai Grand,Hyundai,Grand,7.28,1,10000.0,Individual,Petrol,Automatic,20.7,1197.0,81.86,5.0,6.0
Honda Amaze,Honda,Amaze,9.84,8,208000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,3.0
Hyundai i10,Hyundai,i10,7.17,11,30000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0
Maruti Wagon R,Maruti,Wagon R,6.02,5,83000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,3.45
Mahindra Scorpio,Mahindra,Scorpio,17.51,3,60000.0,Individual,Diesel,Manual,15.4,2523.0,75.0,7.0,9.0
Mahindra XUV500,Mahindra,XUV500,19.39,5,83000.0,Dealer,Diesel,Manual,16.0,1997.0,140.0,7.0,10.25
Isuzu D-Max,Isuzu,D-Max,21.765,4,58132.0,Dealer,Diesel,Manual,12.4,2499.0,134.0,5.0,14.5
Maruti Swift,Maruti,Swift,7.515,6,34000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,4.0
Honda Amaze,Honda,Amaze,9.975,7,45120.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.67
Hyundai Grand,Hyundai,Grand,7.295,2,15000.0,Individual,Petrol,Automatic,18.9,1197.0,81.86,5.0,5.35
Maruti Ertiga,Maruti,Ertiga,10.375,2,15000.0,Individual,Petrol,Manual,19.34,1462.0,103.0,7.0,8.05
MG Hector,MG,Hector,17.845,1,1000.0,Dealer,Petrol,Manual,15.81,1451.0,141.0,5.0,14.88
Hyundai i10,Hyundai,i10,7.1382666,9,64000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,2.5
Maruti Vitara,Maruti,Vitara,10.815,5,65000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,6.75
Maruti Swift,Maruti,Swift,7.7467155,6,84000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.25
Maruti Alto,Maruti,Alto,4.112027,6,33000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.6
Honda City,Honda,City,14.645,5,55670.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,7.0
Maruti Baleno,Maruti,Baleno,8.693568,4,50000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,5.6
Hyundai Verna,Hyundai,Verna,15.465,15,148000.0,Individual,Diesel,Manual,16.8,1493.0,110.0,5.0,1.55
Maruti Ertiga,Maruti,Ertiga,10.34,2,18000.0,Dealer,Petrol,Manual,19.01,1462.0,103.26,7.0,8.0
Hyundai Grand,Hyundai,Grand,7.34,6,10000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.5
Toyota Innova,Toyota,Innova,23.525,5,40000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,13.8
Mahindra Scorpio,Mahindra,Scorpio,16.39,6,50000.0,Individual,Diesel,Manual,15.4,2179.0,120.0,7.0,10.0
Maruti Ertiga,Maruti,Ertiga,10.1,3,50000.0,Individual,Petrol,Manual,17.5,1373.0,91.1,7.0,7.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.24,12,76963.0,Individual,Petrol,Manual,17.5,1298.0,85.8,5.0,2.3
Maruti Alto,Maruti,Alto,4.92,5,45000.0,Dealer,CNG,Manual,30.46,796.0,47.3,5.0,3.5
Maruti Baleno,Maruti,Baleno,8.693568,3,25000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5.0,8.25
Renault KWID,Renault,KWID,4.605,3,10103.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,3.25
Mahindra XUV500,Mahindra,XUV500,19.945,7,47240.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,8.0
Maruti Celerio,Maruti,Celerio,5.875,2,30000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,4.0
Hyundai i20,Hyundai,i20,11.16,6,35213.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,5.35
Hyundai Grand,Hyundai,Grand,7.34,6,35000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.56
Mahindra XUV500,Mahindra,XUV500,20.016186,9,92000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,5.5
Maruti Ertiga,Maruti,Ertiga,10.457891,4,50000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7.0,7.0
Hyundai Grand,Hyundai,Grand,6.985,5,30000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.9
Mahindra XUV500,Mahindra,XUV500,19.39,4,60000.0,Individual,Diesel,Automatic,16.0,2179.0,140.0,7.0,11.5
Maruti Wagon R,Maruti,Wagon R,5.95,10,83000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,1.8
Skoda Rapid,Skoda,Rapid,12.005,7,70000.0,Dealer,Petrol,Manual,15.0,1598.0,103.52,5.0,4.25
Ford Freestyle,Ford,Freestyle,7.88,2,50000.0,Individual,Petrol,Manual,19.0,1194.0,94.68,5.0,6.5
Maruti Swift,Maruti,Swift,7.7467155,9,60000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.0
Honda City,Honda,City,14.74,12,51000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.75
Maruti Alto,Maruti,Alto,4.112027,10,40000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.7
Maruti Alto,Maruti,Alto,4.112027,7,70000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,2.5
Maruti Swift,Maruti,Swift,7.825,8,70000.0,Individual,Petrol,Manual,18.6,1197.0,85.8,5.0,3.5
Hyundai i20,Hyundai,i20,9.495,5,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.8
Maruti SwiftDzire,Maruti,SwiftDzire,8.24,4,30000.0,Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.9
Maruti Ciaz,Maruti,Ciaz,11.595719,6,60000.0,Individual,Diesel,Manual,26.21,1248.0,88.5,5.0,6.7
Maruti Alto,Maruti,Alto,4.112027,10,50000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.5
Mahindra Scorpio,Mahindra,Scorpio,17.309855,4,42000.0,Dealer,Diesel,Manual,15.4,2523.0,75.0,7.0,9.35
Hyundai Verna,Hyundai,Verna,13.275,2,15000.0,Individual,Petrol,Manual,17.0,1591.0,121.3,5.0,10.3
Maruti Wagon R,Maruti,Wagon R,6.165,16,33650.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,1.1
Hyundai i20,Hyundai,i20,10.33,6,35000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.7
Maruti Swift,Maruti,Swift,7.51,6,30000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,3.7
Maruti Celerio,Maruti,Celerio,5.8,3,100000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,4.5
Maruti Wagon R,Maruti,Wagon R,6.005,5,58000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,2.75
Maruti SwiftDzire,Maruti,SwiftDzire,8.69,2,4000.0,Individual,Petrol,Automatic,21.21,1197.0,81.8,5.0,7.31
Maruti Wagon R,Maruti,Wagon R,6.24,5,60000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.8
Tata Nexon,Tata,Nexon,12.565,3,60000.0,Individual,Diesel,Manual,21.5,1497.0,108.5,5.0,9.0
Honda Amaze,Honda,Amaze,8.47,5,34000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,5.0
Datsun GO,Datsun,GO,6.04,4,42000.0,Individual,Petrol,Manual,20.63,1198.0,67.06,5.0,3.3
Hyundai Verna,Hyundai,Verna,15.465,8,80000.0,Individual,Diesel,Manual,22.32,1582.0,126.3,5.0,5.4
Mahindra Bolero,Mahindra,Bolero,9.7,13,120000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7.0,3.75
Ford Ecosport,Ford,Ecosport,11.095,5,35200.0,Dealer,Petrol,Automatic,14.7,1496.0,120.69,5.0,7.25
Hyundai i20,Hyundai,i20,10.72,1,3700.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.86,5.0,7.65
Maruti Wagon R,Maruti,Wagon R,6.24,5,25000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.8
Mahindra XUV500,Mahindra,XUV500,20.016186,8,50000.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,6.21
Maruti SwiftDzire,Maruti,SwiftDzire,8.585,2,15000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,6.0
Mahindra XUV300,Mahindra,XUV300,11.285,2,30000.0,Individual,Petrol,Manual,17.0,1197.0,110.0,5.0,11.3
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,1,35000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,6.7
